Time,Weather
36:15.1,Wind
36:29.1,Normal
36:34.0,Snow
36:35.1,Rain
36:41.0,Wind
36:42.0,Normal
36:43.1,Snow
36:44.0,Rain
36:49.1,Wind
37:00.0,Normal
37:01.0,Snow
37:01.0,Rain
37:01.1,Wind
37:13.1,Normal
37:16.0,Snow
37:18.1,Rain
37:27.0,Wind
37:35.0,Normal
37:45.1,Snow
37:59.1,Rain
38:00.0,Wind
38:02.0,Normal
38:02.1,Snow
38:05.1,Rain
38:06.0,Wind
38:27.0,Normal
38:27.0,Snow
38:36.1,Rain
39:12.0,Snow
39:26.1,Rain
39:36.0,Wind
39:50.1,Normal
39:53.0,Snow
40:07.0,Rain
40:14.0,Wind
40:29.1,Normal
40:36.0,Snow
40:36.0,Rain
40:59.0,Wind
41:01.0,Normal
41:26.0,Snow
41:45.0,Rain
42:00.0,Wind
42:00.1,Normal
42:02.0,Snow
42:09.0,Rain
42:13.1,Wind
42:22.0,Normal
42:24.0,Snow
42:25.0,Rain
42:32.1,Wind
42:43.1,Normal
42:56.0,Snow
43:03.1,Rain
43:11.0,Wind
43:21.0,Normal
43:23.0,Snow
43:25.0,Rain
43:27.0,Wind
43:30.0,Normal
44:03.0,Snow
44:22.0,Rain
44:26.0,Wind
44:38.1,Normal
44:42.0,Snow
44:44.0,Rain
44:45.1,Wind
44:49.1,Normal
45:20.0,Snow
45:47.1,Rain
46:02.1,Snow
46:03.0,Rain
46:07.0,Wind
46:15.0,Normal
46:21.0,Snow
46:50.0,Rain
46:52.0,Wind
46:57.1,Normal
47:03.0,Snow
47:03.1,Rain
47:10.0,Wind
47:23.0,Normal
47:25.0,Snow
47:29.0,Rain
47:54.1,Wind
47:59.0,Normal
48:11.1,Snow
48:12.0,Rain
48:13.1,Wind
48:14.0,Normal
48:15.0,Snow
48:33.1,Rain
48:40.1,Wind
48:41.0,Normal
48:44.0,Snow
48:47.0,Rain
48:48.0,Wind
49:02.1,Normal
49:07.0,Snow
49:09.0,Rain
49:11.0,Wind
49:13.0,Normal
49:13.1,Snow
49:25.0,Rain
49:39.0,Wind
49:55.0,Normal
50:03.1,Snow
50:13.0,Rain
50:28.0,Wind
51:20.0,Normal
51:25.1,Snow
51:26.0,Rain
51:28.0,Snow
51:28.0,Rain
51:30.1,Wind
51:31.0,Normal
51:32.0,Snow
51:33.1,Rain
51:36.1,Wind
51:45.0,Normal
52:02.0,Snow
52:07.1,Rain
52:09.0,Wind
52:31.1,Normal
52:32.0,Snow
52:43.0,Rain
52:59.1,Wind
53:19.0,Normal
53:33.0,Snow
53:58.0,Rain
53:59.1,Wind
54:08.1,Normal
54:25.0,Snow
54:35.0,Rain
54:48.0,Wind
54:55.1,Normal
54:58.0,Snow
55:07.0,Rain
55:20.0,Wind
55:24.0,Normal
55:27.0,Snow
55:53.1,Rain
55:53.1,Wind
55:55.1,Normal
56:01.0,Snow
56:13.0,Rain
56:14.0,Wind
56:22.1,Normal
56:26.0,Snow
56:28.1,Rain
56:38.0,Wind
56:42.0,Normal
56:48.0,Snow
56:50.1,Rain
56:51.1,Snow
57:16.1,Rain
57:45.0,Wind
57:45.0,Normal
57:54.0,Snow
58:02.0,Rain
58:05.1,Wind
58:10.0,Normal
59:09.1,Snow
59:10.0,Rain
59:23.0,Wind
59:37.0,Normal
59:41.0,Snow
59:44.0,Rain
00:12.0,Wind
00:22.1,Normal
00:27.0,Snow
00:37.0,Rain
00:42.1,Wind
00:43.0,Normal
00:47.0,Snow
00:51.1,Rain
00:59.0,Wind
01:15.1,Normal
01:54.1,Snow
01:59.0,Rain
02:00.0,Wind
02:01.0,Normal
02:04.0,Snow
02:30.0,Rain
02:30.0,Wind
02:51.0,Normal
03:02.0,Snow
03:15.0,Rain
03:17.0,Wind
03:23.1,Normal
03:41.1,Snow
03:43.0,Rain
03:58.0,Wind
04:00.0,Normal
04:03.1,Snow
04:08.1,Rain
04:37.1,Snow
04:41.0,Rain
04:45.0,Wind
04:48.0,Normal
04:55.0,Snow
05:58.0,Rain
06:02.0,Wind
06:17.1,Normal
06:30.0,Snow
06:35.0,Rain
06:54.1,Wind
07:17.0,Normal
07:23.0,Snow
07:25.1,Rain
07:37.0,Wind
07:46.0,Normal
07:50.0,Snow
07:56.1,Rain
08:02.0,Wind
08:11.1,Normal
08:18.1,Snow
08:36.0,Rain
08:45.0,Wind
08:52.1,Normal
08:55.1,Snow
09:43.0,Rain
09:59.1,Wind
10:00.0,Normal
10:07.0,Snow
10:09.1,Rain
10:11.0,Wind
10:14.1,Normal
10:16.0,Snow
10:19.1,Rain
10:25.1,Wind
10:31.0,Normal
10:52.0,Snow
11:08.1,Rain
11:10.0,Wind
11:17.0,Normal
11:43.0,Snow
11:53.1,Rain
12:14.0,Snow
12:28.0,Rain
12:35.1,Wind
12:41.1,Normal
12:42.0,Snow
12:46.0,Rain
12:51.0,Wind
12:53.0,Normal
13:06.1,Snow
13:07.0,Rain
13:23.1,Wind
13:24.0,Normal
13:26.0,Snow
13:34.1,Rain
13:50.0,Wind
13:56.1,Normal
13:58.0,Snow
14:02.0,Rain
14:19.0,Wind
14:23.1,Normal
14:24.0,Snow
14:39.1,Rain
14:46.1,Wind
14:50.0,Normal
14:53.1,Snow
14:55.1,Rain
14:59.0,Wind
15:16.0,Normal
15:39.0,Snow
15:43.0,Rain
15:47.0,Wind
16:14.0,Normal
16:18.0,Snow
16:41.0,Rain
17:10.1,Wind
17:13.1,Normal
17:28.1,Snow
17:35.1,Rain
17:50.0,Wind
17:50.0,Normal
17:51.0,Snow
17:58.0,Rain
18:06.0,Snow
18:09.1,Rain
18:45.1,Wind
18:49.1,Normal
18:58.1,Snow
19:12.1,Rain
19:21.0,Wind
19:25.1,Normal
19:29.0,Snow
19:36.0,Rain
19:41.1,Wind
19:44.0,Normal
19:49.0,Snow
19:49.1,Rain
20:28.1,Wind
20:40.1,Normal
20:45.0,Snow
20:59.1,Rain
21:19.1,Wind
21:35.0,Normal
21:41.0,Snow
21:56.0,Rain
22:03.0,Wind
22:13.1,Normal
22:15.1,Snow
22:18.0,Rain
22:19.1,Wind
22:27.1,Normal
22:37.0,Snow
23:12.0,Rain
23:18.0,Wind
23:19.1,Normal
23:23.1,Snow
23:33.0,Rain
23:42.0,Wind
24:06.0,Normal
24:08.0,Snow
24:45.0,Rain
24:47.0,Wind
24:48.1,Normal
24:51.1,Snow
25:11.1,Rain
25:24.1,Snow
25:25.0,Rain
25:26.0,Wind
26:00.0,Normal
26:01.0,Snow
26:07.0,Rain
26:13.1,Wind
26:57.0,Normal
27:05.1,Snow
27:19.1,Rain
27:25.1,Wind
27:26.0,Normal
27:26.0,Snow
27:30.1,Rain
27:36.1,Wind
28:09.0,Normal
28:33.1,Snow
28:38.1,Rain
28:51.0,Wind
29:14.0,Normal
29:24.0,Snow
29:30.1,Rain
30:00.0,Wind
30:05.0,Normal
30:19.1,Snow
30:22.0,Rain
31:21.0,Wind
31:34.1,Normal
31:37.0,Snow
31:38.1,Rain
32:38.1,Wind
32:44.1,Normal
32:45.1,Snow
32:47.1,Rain
32:49.0,Wind
32:51.0,Normal
33:01.1,Snow
33:09.0,Rain
33:56.1,Wind
34:01.0,Normal
34:06.1,Snow
34:30.1,Rain
34:31.0,Snow
34:35.1,Rain
35:33.1,Wind
35:37.0,Normal
36:08.0,Snow
36:44.1,Rain
36:45.0,Wind
36:45.0,Normal
36:46.0,Snow
36:48.1,Rain
36:52.0,Wind
37:45.1,Normal
38:00.0,Snow
38:09.0,Rain
38:10.1,Wind
38:24.1,Normal
38:25.0,Snow
38:28.0,Rain
39:21.0,Wind
39:21.1,Normal
39:23.1,Snow
39:25.1,Rain
39:31.0,Wind
39:44.1,Normal
40:00.0,Snow
40:10.1,Rain
40:23.0,Wind
40:37.0,Normal
40:47.0,Snow
41:19.1,Rain
41:22.0,Wind
41:25.1,Normal
41:26.0,Snow
41:26.0,Rain
42:03.1,Wind
42:09.0,Normal
42:12.0,Snow
42:24.0,Rain
42:25.1,Wind
42:29.0,Normal
42:49.1,Snow
43:15.0,Rain
43:21.0,Snow
43:25.0,Rain
43:26.0,Wind
43:29.1,Normal
43:44.0,Snow
44:14.0,Rain
44:40.0,Wind
44:42.0,Normal
44:44.0,Snow
44:48.1,Rain
45:06.0,Wind
45:11.0,Normal
45:37.0,Snow
46:05.1,Rain
46:07.0,Wind
46:08.1,Normal
46:10.1,Snow
46:29.0,Rain
46:38.1,Wind
46:46.1,Normal
47:10.1,Snow
47:17.1,Rain
47:22.0,Wind
47:22.1,Normal
48:14.0,Snow
48:16.0,Rain
48:29.1,Wind
48:40.0,Normal
48:48.0,Snow
48:52.0,Rain
48:54.0,Wind
49:39.0,Normal
50:05.1,Snow
50:16.1,Rain
50:17.0,Wind
50:48.1,Normal
51:00.0,Snow
51:12.0,Rain
51:15.1,Wind
51:17.0,Normal
51:17.0,Snow
51:30.1,Rain
51:32.0,Snow
51:44.0,Rain
52:15.0,Wind
52:32.1,Normal
52:47.0,Snow
53:16.0,Rain
54:02.1,Wind
54:03.0,Normal
54:12.1,Snow
54:22.0,Rain
54:36.1,Wind
54:48.0,Normal
55:23.0,Snow
55:28.0,Rain
55:51.0,Wind
55:54.0,Normal
55:55.1,Snow
56:02.0,Rain
56:04.0,Wind
56:05.1,Normal
56:14.0,Snow
56:28.0,Rain
57:25.1,Wind
57:26.1,Normal
57:54.0,Snow
57:59.1,Rain
58:08.1,Wind
59:21.1,Normal
59:34.1,Snow
59:51.1,Rain
00:12.1,Wind
00:23.0,Normal
00:58.0,Snow
01:06.0,Rain
01:40.0,Wind
01:49.0,Normal
02:04.0,Snow
02:57.1,Rain
03:15.1,Wind
03:27.1,Normal
03:30.0,Snow
04:34.0,Rain
04:35.0,Snow
04:43.1,Rain
05:01.0,Wind
05:26.0,Normal
06:02.0,Snow
06:14.1,Rain
06:34.0,Wind
06:34.1,Normal
06:43.1,Snow
06:49.1,Rain
06:51.1,Wind
07:15.1,Normal
08:05.0,Snow
08:23.0,Rain
08:26.1,Wind
08:42.0,Normal
08:51.1,Snow
08:55.0,Rain
09:27.0,Wind
09:28.0,Normal
09:58.0,Snow
10:01.1,Rain
10:14.1,Wind
10:28.0,Normal
10:32.0,Snow
10:38.0,Rain
10:45.1,Wind
10:54.1,Normal
11:08.1,Snow
11:24.1,Rain
12:06.0,Wind
12:14.1,Normal
12:35.0,Snow
12:43.1,Rain
12:46.0,Wind
13:00.0,Normal
13:14.0,Snow
13:20.1,Rain
13:31.1,Wind
13:36.1,Normal
13:40.1,Snow
13:45.1,Rain
13:54.0,Snow
13:59.0,Rain
14:22.1,Wind
14:28.0,Normal
14:28.1,Snow
14:42.1,Rain
14:59.0,Wind
15:02.1,Normal
15:19.1,Snow
15:24.0,Rain
15:30.0,Wind
15:36.0,Normal
15:49.1,Snow
15:53.0,Rain
16:19.0,Wind
16:27.0,Normal
16:42.1,Snow
17:11.0,Rain
17:25.0,Wind
17:29.0,Normal
17:30.0,Snow
17:35.1,Rain
17:36.1,Wind
17:38.1,Normal
17:42.0,Snow
18:00.1,Rain
18:01.1,Wind
18:05.1,Normal
19:08.0,Snow
19:10.0,Rain
19:11.0,Wind
19:13.0,Normal
19:21.0,Snow
19:45.1,Rain
20:12.0,Wind
20:27.0,Normal
20:48.0,Snow
20:57.0,Rain
21:04.1,Wind
21:27.0,Normal
21:30.1,Snow
21:41.0,Rain
21:54.0,Snow
21:57.0,Rain
22:01.1,Wind
22:02.1,Normal
23:17.0,Snow
23:20.0,Rain
23:23.0,Wind
23:24.0,Normal
23:29.0,Snow
23:39.1,Rain
23:45.0,Wind
24:28.1,Normal
24:28.1,Snow
24:37.1,Rain
24:42.0,Wind
24:54.0,Normal
25:10.0,Snow
25:56.0,Rain
27:22.0,Wind
27:24.0,Normal
27:26.1,Snow
27:27.0,Rain
27:32.0,Wind
27:34.1,Normal
27:51.0,Snow
28:07.1,Rain
28:26.0,Wind
28:46.0,Normal
28:47.0,Snow
30:14.1,Rain
30:29.2,Wind
30:51.0,Normal
31:10.0,Snow
31:31.1,Rain
32:18.0,Wind
32:22.1,Normal
32:24.0,Snow
33:19.0,Rain
33:23.1,Wind
33:31.0,Normal
33:42.1,Snow
33:47.0,Rain
34:36.1,Snow
34:39.0,Rain
34:41.0,Wind
35:18.0,Normal
35:26.1,Snow
35:36.1,Rain
36:30.0,Wind
36:39.1,Normal
36:59.0,Snow
37:03.0,Rain
37:07.0,Wind
38:34.0,Normal
39:14.1,Snow
39:19.0,Rain
39:23.0,Wind
40:40.0,Normal
40:44.1,Snow
41:59.0,Rain
42:05.0,Wind
42:19.0,Normal
42:48.0,Snow
43:05.1,Rain
43:40.1,Wind
43:54.0,Normal
45:02.0,Snow
45:52.0,Rain
46:22.0,Wind
46:55.2,Normal
47:22.1,Snow
47:51.1,Rain
48:21.0,Wind
48:57.0,Normal
49:31.0,Snow
49:53.0,Rain
50:15.0,Wind
50:54.0,Normal
50:56.0,Snow
51:21.0,Rain
51:22.0,Wind
51:28.0,Normal
52:55.1,Snow
53:06.1,Rain
54:07.0,Snow
54:12.1,Rain
54:27.0,Wind
55:05.0,Normal
55:24.0,Snow
55:39.0,Rain
56:15.0,Wind
56:18.1,Normal
56:42.0,Snow
57:36.1,Rain
57:49.0,Wind
57:55.1,Normal
58:08.1,Snow
58:14.1,Rain
58:19.0,Wind
58:55.0,Normal
58:58.0,Snow
59:14.0,Rain
59:31.1,Wind
59:35.0,Normal
59:47.1,Snow
01:27.0,Rain
03:00.0,Wind
04:15.0,Normal
04:17.1,Snow
04:26.0,Rain
04:30.0,Wind
05:48.1,Normal
06:04.1,Snow
06:09.0,Rain
06:12.0,Wind
06:33.1,Normal
07:00.0,Snow
07:22.0,Rain
07:23.1,Wind
07:25.1,Normal
07:33.0,Snow
07:35.0,Rain
07:40.0,Wind
07:49.0,Normal
08:17.0,Snow
08:44.0,Rain
08:56.1,Snow
09:31.0,Rain
10:08.1,Wind
10:52.1,Normal
11:19.1,Snow
11:26.0,Rain
13:35.1,Wind
13:37.0,Normal
13:40.0,Snow
14:29.1,Rain
14:36.1,Wind
14:48.1,Normal
15:02.1,Snow
15:18.1,Rain
15:27.0,Wind
16:44.0,Normal
16:58.0,Snow
17:26.1,Rain
17:28.1,Wind
17:41.1,Normal
18:02.1,Snow
18:03.0,Rain
18:28.0,Wind
18:57.0,Normal
18:58.0,Snow
19:26.0,Rain
20:04.0,Wind
20:55.0,Normal
21:10.0,Snow
22:23.0,Rain
23:15.0,Wind
23:17.1,Normal
23:24.0,Snow
24:40.0,Rain
24:41.0,Wind
25:59.0,Normal
27:23.1,Snow
27:34.1,Rain
28:10.1,Wind
28:41.0,Normal
28:51.0,Snow
29:52.1,Rain
29:55.1,Snow
30:03.0,Rain
30:49.0,Wind
30:56.0,Normal
31:20.0,Snow
31:44.0,Rain
32:07.1,Wind
32:22.0,Normal
32:48.1,Snow
33:42.0,Rain
34:55.0,Wind
35:18.1,Normal
35:21.0,Snow
35:29.1,Rain
36:39.1,Wind
38:00.1,Normal
39:26.1,Snow
39:28.1,Rain
39:34.0,Wind
39:41.1,Normal
40:08.0,Snow
40:13.1,Rain
40:35.0,Wind
41:26.1,Normal
41:32.0,Snow
41:54.0,Rain
43:45.0,Wind
43:48.1,Normal
44:01.0,Snow
44:03.0,Rain
44:50.0,Wind
44:52.0,Normal
44:58.1,Snow
46:02.1,Rain
46:14.0,Wind
47:13.0,Normal
47:47.1,Snow
49:09.0,Rain
49:37.1,Wind
49:58.0,Normal
50:31.0,Snow
50:32.1,Rain
50:48.0,Snow
51:12.0,Rain
51:17.1,Wind
51:18.0,Normal
51:22.1,Snow
51:23.0,Rain
51:54.0,Wind
52:11.1,Normal
52:41.0,Snow
54:10.1,Rain
55:50.1,Wind
56:13.1,Normal
57:32.1,Snow
57:59.0,Rain
59:17.1,Wind
59:50.1,Normal
59:56.1,Snow
01:20.0,Rain
01:42.0,Wind
01:49.0,Normal
02:19.0,Snow
04:07.1,Rain
04:42.1,Wind
06:31.1,Normal
06:54.1,Snow
07:11.0,Rain
07:11.1,Wind
07:23.1,Normal
07:45.1,Snow
07:54.1,Rain
08:42.1,Wind
08:44.0,Normal
09:20.0,Snow
09:31.0,Rain
11:23.0,Wind
13:30.0,Normal
13:32.0,Snow
13:37.0,Rain
14:05.0,Wind
14:16.1,Normal
15:20.0,Snow
16:20.0,Rain
18:00.1,Snow
19:27.0,Rain
20:27.0,Wind
20:32.1,Normal
20:56.0,Snow
21:10.0,Rain
22:02.0,Wind
23:17.1,Normal
23:28.0,Snow
24:06.0,Rain
25:46.1,Wind
26:18.0,Normal
26:25.1,Snow
27:04.0,Rain
29:06.0,Wind
30:39.0,Normal
31:28.1,Snow
32:16.0,Rain
32:45.1,Wind
34:49.0,Normal
34:50.0,Snow
38:06.0,Rain
38:36.0,Wind
39:21.0,Normal
39:22.0,Snow
40:36.0,Rain
41:30.1,Wind
41:31.0,Normal
41:39.1,Snow
44:45.0,Rain
44:48.0,Wind
46:00.0,Normal
46:09.1,Snow
46:27.0,Rain
46:30.1,Wind
46:34.0,Normal
47:33.0,Snow
48:21.1,Rain
49:26.0,Wind
49:59.0,Normal
50:03.0,Snow
50:21.1,Rain
51:48.1,Snow
52:08.1,Rain
53:12.1,Wind
53:21.0,Normal
54:26.0,Snow
54:35.1,Rain
55:01.0,Wind
55:09.0,Normal
55:48.1,Snow
59:29.1,Rain
00:07.0,Wind
03:27.0,Normal
04:13.1,Snow
08:13.1,Rain
10:47.1,Wind
12:47.0,Normal
14:01.1,Snow
15:45.1,Rain
16:46.0,Wind
19:34.0,Normal
20:12.0,Snow
21:08.1,Rain
22:11.0,Wind
23:19.0,Normal
24:17.0,Snow
24:47.0,Rain
27:04.0,Wind
27:38.0,Normal
27:54.1,Snow
28:32.1,Rain
28:51.1,Wind
29:06.1,Normal
29:08.1,Snow
29:30.0,Rain
29:54.1,Wind
30:22.0,Normal
32:04.0,Snow
32:42.1,Rain
35:21.1,Wind
35:23.1,Normal
35:47.1,Snow
37:33.0,Rain
37:59.0,Snow
38:07.1,Rain
39:26.1,Wind
39:48.0,Normal
39:57.0,Snow
40:09.1,Rain
40:43.1,Wind
40:49.0,Normal
41:48.1,Snow
42:03.1,Rain
43:26.0,Wind
43:46.1,Normal
44:03.1,Snow
44:06.0,Rain
44:36.0,Wind
44:37.0,Normal
44:59.0,Snow
45:25.1,Rain
45:26.0,Wind
47:18.0,Normal
49:45.0,Snow
50:40.0,Rain
51:57.1,Wind
52:16.0,Normal
52:40.1,Snow
53:18.0,Rain
53:58.0,Wind
54:30.0,Normal
54:36.0,Snow
55:33.0,Rain
56:09.0,Wind
56:09.0,Normal
56:35.0,Snow
56:39.1,Rain
58:01.0,Wind
58:11.1,Normal
00:11.0,Snow
00:45.1,Rain
02:50.1,Wind
03:29.1,Normal
04:13.0,Snow
05:24.0,Rain
05:31.0,Snow
06:18.1,Rain
07:01.1,Wind
08:14.0,Normal
09:06.0,Snow
09:22.0,Rain
11:18.0,Wind
12:30.1,Normal
12:33.1,Snow
12:33.1,Rain
13:06.0,Wind
14:03.0,Normal
14:59.1,Snow
15:25.0,Rain
16:52.0,Wind
17:15.1,Normal
19:25.0,Snow
20:55.0,Rain
22:18.1,Wind
23:51.0,Normal
24:35.0,Snow
24:43.1,Rain
25:36.1,Wind
26:58.0,Normal
27:28.1,Snow
28:43.0,Rain
29:53.0,Wind
30:30.1,Normal
31:24.0,Snow
31:25.1,Rain
31:38.1,Wind
32:06.1,Normal
32:13.0,Snow
32:29.0,Rain
34:05.0,Wind
34:49.0,Normal
34:52.0,Snow
35:20.1,Rain
35:59.1,Wind
36:14.1,Normal
36:15.1,Snow
36:48.1,Rain
37:00.1,Snow
37:22.0,Rain
37:34.0,Wind
37:51.1,Normal
37:59.1,Snow
38:06.0,Rain
40:16.1,Wind
40:21.1,Normal
40:51.1,Snow
41:04.1,Rain
41:06.1,Wind
41:58.1,Normal
42:38.0,Snow
42:57.0,Rain
43:47.1,Wind
43:56.0,Normal
44:12.1,Snow
44:19.0,Rain
44:27.0,Wind
44:40.1,Normal
44:43.1,Snow
44:51.1,Rain
45:08.0,Wind
45:59.0,Normal
46:13.1,Snow
46:46.0,Rain
46:55.2,Wind
46:56.0,Normal
47:55.1,Snow
47:57.1,Rain
48:06.0,Wind
48:41.1,Normal
48:41.1,Snow
48:47.1,Rain
48:49.1,Wind
48:55.0,Normal
49:13.1,Snow
49:20.1,Rain
50:02.0,Wind
50:06.1,Normal
50:18.1,Snow
50:30.2,Rain
50:51.0,Snow
50:57.1,Rain
51:06.0,Wind
51:26.0,Normal
51:29.1,Snow
51:35.0,Rain
52:18.0,Wind
52:55.0,Normal
53:13.0,Snow
53:14.0,Rain
53:24.1,Wind
53:59.0,Normal
54:02.0,Snow
54:10.0,Rain
54:13.1,Wind
54:53.0,Normal
55:19.1,Snow
57:31.1,Rain
57:32.0,Wind
57:39.1,Normal
57:59.1,Snow
58:15.1,Rain
58:16.0,Wind
58:21.1,Normal
59:26.1,Snow
00:24.0,Rain
00:44.1,Wind
00:59.1,Normal
01:01.1,Snow
01:07.0,Rain
01:12.1,Wind
01:51.0,Normal
02:09.0,Snow
02:14.0,Rain
02:18.0,Wind
03:05.1,Normal
03:11.1,Snow
03:19.0,Rain
03:20.1,Wind
03:24.0,Normal
03:29.0,Snow
03:29.1,Rain
04:05.1,Snow
04:53.0,Rain
04:56.1,Wind
05:12.0,Normal
05:43.1,Snow
05:46.1,Rain
06:04.1,Wind
06:34.0,Normal
06:58.0,Snow
07:07.1,Rain
07:09.0,Wind
07:19.0,Normal
07:34.0,Snow
07:38.0,Rain
07:46.1,Wind
07:51.0,Normal
08:38.0,Snow
08:46.0,Rain
08:48.0,Wind
08:54.0,Normal
09:11.0,Snow
09:14.1,Rain
10:10.0,Wind
10:24.0,Normal
10:51.0,Snow
10:57.1,Rain
11:33.0,Wind
11:37.1,Normal
11:53.1,Snow
11:58.1,Rain
12:02.0,Wind
12:10.1,Normal
12:11.0,Snow
12:44.0,Rain
13:04.1,Wind
13:27.0,Normal
13:30.1,Snow
14:03.0,Rain
14:14.0,Wind
14:22.0,Normal
15:57.0,Snow
16:10.0,Rain
16:13.1,Snow
16:59.0,Rain
17:31.0,Wind
17:32.1,Normal
17:46.1,Snow
18:11.1,Rain
18:47.0,Wind
18:47.1,Normal
19:03.0,Snow
19:11.1,Rain
19:21.1,Wind
19:27.1,Normal
19:36.1,Snow
19:54.0,Rain
19:56.0,Wind
20:24.0,Normal
20:32.0,Snow
20:41.1,Rain
20:42.1,Wind
20:43.0,Normal
20:44.0,Snow
20:59.0,Rain
21:30.0,Wind
21:36.0,Normal
21:53.0,Snow
21:56.0,Rain
21:57.0,Wind
22:31.0,Normal
22:33.0,Snow
23:00.0,Rain
23:06.0,Wind
23:20.1,Normal
23:24.1,Snow
23:53.1,Rain
24:02.0,Wind
24:11.1,Normal
24:16.1,Snow
25:16.0,Rain
25:18.0,Wind
25:20.0,Normal
25:26.1,Snow
25:41.0,Rain
25:42.0,Snow
26:02.1,Rain
26:12.0,Wind
26:24.0,Normal
26:29.0,Snow
26:31.1,Rain
26:50.1,Wind
26:57.0,Normal
26:59.0,Snow
27:10.0,Rain
27:19.1,Wind
27:23.0,Normal
27:23.1,Snow
27:31.1,Rain
27:58.1,Wind
28:12.1,Normal
28:36.0,Snow
28:41.0,Rain
28:43.1,Wind
28:44.0,Normal
28:55.0,Snow
29:06.1,Rain
29:08.1,Wind
29:14.0,Normal
29:17.0,Snow
29:40.1,Rain
29:59.0,Wind
30:05.0,Normal
30:20.0,Snow
30:28.1,Rain
30:33.1,Wind
31:17.0,Normal
31:21.0,Snow
31:26.1,Rain
31:41.0,Wind
31:44.1,Normal
31:47.0,Snow
31:47.1,Rain
31:50.0,Wind
31:52.0,Normal
31:59.1,Snow
32:13.0,Rain
32:24.0,Snow
32:35.1,Rain
32:49.1,Wind
33:00.0,Normal
33:06.1,Snow
33:11.1,Rain
33:13.1,Wind
33:24.0,Normal
33:28.1,Snow
33:34.0,Rain
33:38.0,Wind
33:38.0,Normal
33:56.0,Snow
34:19.0,Rain
34:36.1,Wind
34:37.1,Normal
34:37.1,Snow
34:38.1,Rain
34:52.1,Wind
34:53.1,Normal
35:01.1,Snow
35:15.0,Rain
35:17.0,Wind
35:26.1,Normal
35:27.0,Snow
35:28.1,Rain
35:35.0,Wind
35:53.1,Normal
35:59.0,Snow
36:02.0,Rain
36:12.0,Wind
36:46.0,Normal
36:47.0,Snow
36:52.1,Rain
37:21.1,Wind
37:26.1,Normal
37:48.0,Snow
38:00.0,Rain
38:02.0,Wind
38:03.1,Normal
38:04.0,Snow
38:21.1,Rain
38:28.0,Snow
38:30.1,Rain
38:32.0,Wind
38:38.1,Normal
38:43.0,Snow
38:46.1,Rain
39:00.0,Wind
39:01.0,Normal
39:06.1,Snow
39:08.0,Rain
39:10.0,Wind
39:23.0,Normal
39:34.0,Snow
39:45.1,Rain
40:06.1,Wind
40:06.1,Normal
40:47.0,Snow
40:50.1,Rain
41:08.0,Wind
41:10.0,Normal
41:33.1,Snow
41:34.0,Rain
41:38.0,Wind
41:54.0,Normal
42:00.0,Snow
42:04.0,Rain
42:04.1,Wind
42:09.0,Normal
42:16.0,Snow
42:19.1,Rain
42:27.1,Wind
42:52.0,Normal
42:56.1,Snow
43:09.0,Rain
43:11.0,Wind
43:17.1,Normal
43:22.1,Snow
43:23.1,Rain
43:24.0,Wind
43:25.0,Normal
43:27.0,Snow
43:28.0,Rain
43:36.0,Snow
43:37.1,Rain
43:39.0,Wind
43:40.0,Normal
43:45.0,Snow
43:53.0,Rain
43:57.1,Wind
44:00.0,Normal
44:22.0,Snow
44:49.1,Rain
44:52.0,Wind
44:54.0,Normal
45:01.0,Snow
45:22.1,Rain
45:35.0,Wind
45:38.0,Normal
45:59.0,Snow
46:01.0,Rain
46:03.0,Wind
46:05.0,Normal
46:08.0,Snow
46:10.0,Rain
46:22.0,Wind
46:30.1,Normal
46:42.0,Snow
46:51.0,Rain
46:53.0,Wind
46:59.1,Normal
47:17.1,Snow
47:20.0,Rain
47:23.0,Wind
47:24.0,Normal
47:28.1,Snow
47:30.0,Rain
47:52.1,Wind
47:57.0,Normal
48:10.0,Snow
48:12.0,Rain
48:12.0,Wind
48:19.0,Normal
48:20.0,Snow
48:20.1,Rain
48:31.1,Snow
48:41.0,Rain
48:44.0,Wind
48:45.0,Normal
48:50.0,Snow
48:54.1,Rain
48:54.1,Wind
49:01.0,Normal
49:05.0,Snow
49:27.1,Rain
49:34.1,Wind
49:36.0,Normal
49:38.1,Snow
49:39.0,Rain
49:45.1,Wind
49:47.1,Normal
49:54.0,Snow
49:55.0,Rain
50:04.0,Wind
50:07.1,Normal
50:17.0,Snow
50:20.0,Rain
50:22.1,Wind
50:32.0,Normal
50:46.1,Snow
50:48.0,Rain
50:51.1,Wind
50:53.0,Normal
50:53.1,Snow
51:00.0,Rain
51:17.1,Wind
51:26.0,Normal
51:29.0,Snow
51:29.1,Rain
51:45.1,Wind
51:47.1,Normal
52:03.0,Snow
52:05.0,Rain
52:10.0,Wind
52:11.0,Normal
52:35.0,Snow
52:43.0,Rain
52:50.1,Snow
52:55.1,Rain
53:26.0,Wind
53:29.1,Normal
53:33.0,Snow
54:00.0,Rain
54:02.0,Wind
54:04.0,Normal
54:05.0,Snow
54:19.0,Rain
54:19.1,Wind
54:21.1,Normal
54:23.0,Snow
54:32.0,Rain
54:33.1,Wind
54:34.0,Normal
54:51.1,Snow
55:11.0,Rain
55:22.0,Wind
55:24.0,Normal
55:26.0,Snow
55:32.0,Rain
55:33.1,Wind
55:40.0,Normal
55:42.0,Snow
55:45.0,Rain
55:45.0,Wind
